27500
1	852767882	814292404	251407385	470319499	10666745	649700434	757950581	244320082	950623840	133908676
2    	879016871	989492513	226354937	296399544	358275852	105046578	549861089	639651973	639145686	451111511
3    	59358512	897780253	79999869	984712807	711205699	536642930	173521183	708303930	427443351	718441871
4    	35759584	617971651	238793501	458377809	788675422	299476225	672269758	598806534	66749278	626560348
5    	576271062	583056249	439096284	664524413	819698164	41604906	19794172	599977435	481756290	911510922
6    	947298540	715123763	503979314	461209829	226552755	390861908	293107652	551070460	444776453	401607210
7    	230771918	383172109	747397052	13924823	66955976	919922998	158839813	677823664	972567215	395233201
8    	531665961	933619243	275196618	62090164	584281465	985969652	729516769	698924149	240111724	393279785
9    	778734733	518665451	132681717	720266774	447965028	345214977	156071882	541407079	860739747	853678391
10    	41548159	906424421	840131380	221294723	379094221	425130478	32363470	233297434	939468566	920425542
11    	655111853	552285750	159037812	215422245	92486167	154396463	67524493	400390765	496067714	892583880
12    	897361555	554628224	287278738	703974127	460550510	265910640	529888207	153481429	419860259	308809937
13    	869812364	932266280	925681852	516291498	464696027	764773230	639410248	950341471	170193686	811910408
14    	746605823	390182746	283780649	393808218	348369807	566011777	820218891	394842784	521776652	734574497
15    	400398945	450501265	96381221	642910522	655542932	507024059	197871274	10347050	349593572	575792474
16    	765169591	258654301	123244038	126120361	874437288	734135851	346694388	405343939	216536308	342959874
17    	357566399	297145311	395036680	366308446	263170655	553303705	696764715	197698743	354152006	332604559
18    	139623788	267027025	810652983	22264599	744682592	94156119	853294097	218997020	992211902	144965483
19    	950877788	748793958	426033123	317001069	204469030	274651586	716812703	399193709	3251039	604638214
20    	455505601	423297196	873444083	138843317	772599465	767854170	445772179	740596404	881192234	645258754
21    	889035287	748094884	688330807	85826480	417864187	545962487	636316053	269060176	191102372	226833908
22    	838808670	657926544	209293264	426973326	985045154	529598198	588484143	698770193	640474497	420047083
23    	542493049	606078229	893895547	71924579	660308549	742655859	890823547	265295900	957717239	404832964
24    	958105638	110193232	216422617	48899410	989392948	255655524	386627062	689070149	24938838	901791594
25    	661052272	625499244	171026159	631357172	779642194	406688131	828736923	607658844	325997918	975127983
26    	772825827	631223878	893661524	620392833	923992201	892487642	756074902	139117644	494022105	474706672
27    	62907344	648003900	131624306	910603169	969767407	469637699	477010389	983103683	616647247	378239778
28    	417196102	494266480	565594014	864321453	824223777	241624936	213686275	435495305	521389752	5211233
29    	835257405	867028349	761786888	421515656	556227465	629319892	834192380	272688275	721745247	746707182
30    	125363987	3954966	481526824	978424625	235359141	620944245	753524489	987005748	471535089	67258456
31    	754006483	922220249	513730511	440987950	982756085	808958821	588502534	165576817	708883142	313436438
32    	245513517	580429616	182479093	71675997	630196545	758883768	660618218	619116154	630973134	144280095
33    	838314761	453146369	143549038	165366591	497232391	362672703	351008067	351560276	387743803	465940055
34    	351741576	559845580	232805458	719802335	461439134	332957826	783588733	436003036	877221961	845969269
35    	905032971	296569697	766357788	885513963	893436407	809365310	235957006	337446529	50167974	814647930
36    	262590586	326783878	505430408	770808351	141506236	928638826	198681214	513865356	906590031	846053524
37    	331667424	172212942	253808074	395433312	831370794	813627195	502760099	561811320	396370576	668364017
38    	513068347	981256024	603122976	313113166	619563800	999135721	886600952	444465862	270541698	581456568
39    	830933979	529366943	647711924	230719399	215140115	24635384	790935736	837142728	790513883	79766441
40    	929482411	876374568	432036561	347647802	568779409	608827053	874322681	601701007	366855241	336823958
41    	194732339	686774502	329667267	931108871	788032469	323114336	477611441	631677488	7875904	854429480
42    	428359202	453478813	235262548	404621847	136035335	379233816	709100040	905019534	250801973	832425448
43    	693205144	159865901	595314934	315521646	147221703	306134369	817108186	921660048	806067944	527123371
44    	835115204	588817320	188903085	667403404	199577512	490702234	401757544	978467847	756165668	827203209
45    	81258428	254714448	311510452	182777640	376224996	206944038	687039105	357927779	189975409	671198367
46    	306129753	467176230	684794721	239950062	663471155	767789483	449633039	707919355	107225532	109594785
47    	139457126	442211126	966701195	44337948	235853879	352355358	71678222	61332224	563265249	95873122
48    	78696631	958617160	724265387	978488245	355533554	562217163	903012214	864652212	450098262	972227726
49    	980640741	487250341	593733294	547776783	590957159	106747514	420667715	205366301	940493885	530547817
50    	584385832	818378427	56066382	838797051	30004428	192808255	927441543	352008708	602459225	326294736
51    	313127089	777616616	387868294	455183551	430968665	645969247	992129067	580428465	608253680	526293390
52    	88135618	308761015	266896552	331768478	78100371	283812857	20928652	732658025	710147132	809129890
53    	744304560	210336960	951786767	146396950	370458576	905873165	439744452	934484188	599737270	207000720
54    	681552334	185344657	510860169	374270243	167417014	216337836	130873947	574373825	381133827	954101734
55    	516202344	487209127	767740542	73076004	997993113	421603082	652325969	124682095	816020629	564002255
56    	716177024	356171532	809031277	340240658	841647877	655234325	869880876	207738417	543568266	933425760
57    	721843023	836854600	971857694	799441933	437201047	230897090	73861358	22062005	773838674	549124443
58    	240769180	947723680	304417447	307026981	370163934	396897225	919748308	193427973	624964694	838008492
59    	695519031	311919770	737098721	835518864	255723517	476511037	997210668	918305807	671346418	826037602
60    	163963975	359868533	791534537	530998991	925652772	591250049	434463590	951476203	382106984	538227841
61    	492412477	654031874	462830968	458437565	621506524	181478104	163850914	574094248	581145692	685509779
62    	236115313	105831796	602151565	829311995	648381607	291110158	779523753	990040740	612016866	68010843
63    	967144022	726001633	626874576	889534315	780627275	961497716	146768197	410744260	147655484	16939975
64    	395999235	583191444	196301536	374361811	816983676	669660172	578171016	194713759	157641894	212198986
65    	173960102	83872866	139748428	265400066	388597826	209609076	628351186	21227297	680785409	9662601
66    	1704192	256500037	835260550	85107218	255354499	595526036	655020460	987460320	780140500	652624832
67    	593542966	7197481	613404191	728658630	543057460	770898604	697640709	707359180	200030803	289424587
68    	230983863	228194473	583883460	314284720	158791196	366736097	782091529	451090553	123286533	68321863
69    	946178556	283928650	333800039	41144532	68267828	3885162	522357328	133973207	945864672	787710548
70    	843227442	586824604	764581189	449994127	693548000	659493372	927561981	933160327	743215651	994731036
71    	184683850	19276499	327179372	463510127	422309483	788117987	244709442	128438246	495102962	806924448
72    	219770330	833333985	353591011	769695144	314270946	353242413	97901389	212854813	945247581	858665305
73    	232652717	421573794	605952880	279434879	720913682	825231372	203146223	798281071	703333158	448647682
74    	396405592	758287746	739409506	877961141	633197939	136084463	541795695	134374683	463728249	331275455
75    	406919344	831604082	46831861	500984828	685145450	37169800	795160084	347363388	763220354	984231183
76    	754673936	364825254	648836028	128141232	571575306	288449368	569948954	107373370	173746753	219587865
77    	453483689	577018189	919644098	658846211	664502559	987600684	622281764	551619006	178357207	488910527
78    	307938155	371098822	861645195	952271538	213579997	980452075	137080435	53967575	446331360	365739740
79    	152437742	625604772	581530216	544829683	306356669	740862529	353993194	821470668	77252120	457655605
80    	593645026	877553309	882228684	211155796	380406846	820052116	557978528	75771362	190571082	87325481
81    	381746425	508605696	462534054	675031511	434105938	80475526	821978123	95539489	153122346	451398834
82    	131927883	422238275	895500452	813640307	139465167	353632259	793213008	234417912	384429792	295925280
83    	947266943	819422818	82664533	624289251	460130263	392713837	722636131	648077974	437571247	567575620
84    	128311953	673181159	812956235	554993515	781335455	174671013	975050512	624391876	126323904	625669119
85    	915456093	448520433	298136389	243154499	348959858	89574962	429919051	872771094	878303493	623624828
86    	558386749	800569949	799146720	581350815	833900273	244689897	661398017	185080591	165457563	319479722
87    	357261380	979780931	319639612	807716449	117430817	212377134	471257827	553352849	274209934	23934289
88    	276662606	341105725	473226442	120908086	365637397	806614758	444472726	95272550	42206992	715445105
89    	511290467	687842870	775212011	23571032	921578324	787990467	318701464	325200503	960011241	940495403
90    	220314145	398520085	697055048	231575441	663335080	785236576	318748662	841519853	520401541	485726408
91    	289197160	883982599	404792658	364483722	447303854	773306162	120584264	453138166	864875297	469195595
92    	839140092	932170032	11067148	725892819	686463937	61845936	775065338	203594876	879172022	169769474
93    	617134148	956967250	26134113	783411458	59268290	642043792	624391646	633678356	285843676	74301512
94    	361970810	862204087	960419458	152046771	912250553	297733173	158238289	85592625	889257018	454740430
95    	378045990	45198936	558896224	401226088	638952788	166580219	800456376	912547751	211458192	853462140
96    	521186067	785547740	693531068	567817079	31403678	709596687	955839756	798069214	291537168	359554582
97    	187582160	510712899	945002002	322537101	380464028	4479891	3253126	581403085	50742958	847809368
98    	593354291	350514900	817934686	753358994	751825966	92622226	505905882	601092611	266483680	323247605
99    	101693800	120626078	271403396	417392777	836636494	796257214	40068714	875090739	617863725	892902550
100    	595772962	205974558	897362513	708148041	862011504	495839732	79179612	914476271	502672811	860505171
101    	769860026	387031941	752101499	364413776	996619522	552179396	346525242	679707456	596676692	915918891
102    	804515061	928569872	580332970	584561600	920814448	909218228	443251455	32148883	889163589	181805781
103    	870815155	884795037	128536636	800279751	110879914	789317479	888771379	232277563	68436900	395333245
104    	356224278	271507732	903440891	270955153	27634028	580827840	215869689	713094143	747117599	65847771
105    	707187690	524036137	623380289	340766112	794967934	766394271	170201923	848392322	89733832	127174725
106    	68234870	382045586	129467262	374340919	216680467	681416374	505139371	10205210	635445355	478860406
107    	104309960	869260128	657517672	11160290	777185563	47206099	266514141	161106226	518952733	905743594
108    	92629543	541254000	706823531	418652968	68870310	837172723	285826818	817497115	696494638	448295884
109    	722435614	292136486	891926434	183446375	598276781	750581388	550080374	752322675	24046070	98485185
110    	20722034	306312857	796360996	298967275	181184736	1663627	522161797	120289516	911991211	584649127
111    	219654375	345088884	766680708	101826676	917378697	166177465	299455943	669523318	381084870	949748993
112    	314419035	328012978	855968008	872945142	540263015	505442204	395143974	905221052	505854643	300260955
113    	516990880	526408574	13009249	77771981	574799065	834228798	781919952	361821802	164014702	314725692
114    	777360906	297917263	132527366	564318434	556985314	255268460	881295844	288415248	626527526	171563341
115    	542712894	56020182	748906739	244800856	658914918	810090536	408959084	458898512	806462314	134402185
116    	337170370	502541686	542722171	863690618	302324525	631012084	943067104	140047049	762581443	333076777
117    	48071919	328868013	825061540	628656290	924939211	220639515	912371227	426468581	814644576	499472589
118    	914185671	955833283	364993977	81673248	190456112	902008311	389821761	389339935	565230629	157456866
119    	373004224	997853866	359762034	160667394	623923570	631998818	91132321	37747505	857869458	503487386
120    	153477655	504153029	778927884	908921067	159758927	38917185	41782126	181163877	671752234	474013220
121    	832300969	751159634	636052525	44177046	180724711	402458661	908406604	330224574	244356326	93934307
122    	425631564	186052359	517851438	615601521	60807363	793127100	744852068	97538172	124564155	994525317
123    	828108391	583579578	181919260	682427669	972456036	509824430	649282425	2383365	292839339	838368713
124    	715721050	346619576	515992079	755995636	55749825	342703753	437396517	56226605	269853486	564112484
125    	964162979	965235429	318021515	750798218	419993439	190799168	511302773	230386857	675468209	428216586
126    	855249160	995449080	281777172	287159836	26724680	729197360	334454095	134129757	883315517	28761991
127    	634848608	733948252	343884591	209468926	633353332	686600822	623079245	537871125	478836009	45657796
128    	372832782	928860803	990536933	146887856	271440706	628793188	172259103	143337390	323011034	430389401
129    	535050779	682915594	902112085	320279928	319277326	982142609	755796871	473683517	504610079	572379194
130    	988450521	559501386	717869002	726734897	699126874	687954862	726231521	98636184	942963313	503629506
131    	735075667	789635165	673750390	472687815	641342434	387214095	295934440	486606880	909416440	379412510
132    	223663486	886651165	412248344	809856600	725243180	9624994	686767866	871231599	836400311	982694506
133    	791916018	394797834	132267512	710382771	247683722	321760941	725857830	29898395	318651274	914311755
134    	594988325	853324537	793255258	488259379	572275222	281096155	735363261	16821636	313138933	536468649
135    	430329255	653838104	537637017	857502980	980416423	621268206	456039421	782036395	897208757	8272901
136    	576310280	554592550	349299916	225261216	518365715	196854547	923074897	517460627	778260984	568547139
137    	684116304	464800568	57817834	599792103	538645507	913226326	365584749	86732899	831295208	227276410
138    	713752596	546610316	563331333	560158274	175349330	35162244	406480738	584507325	873829543	57299032
139    	802344350	243100429	937684059	512936326	971248548	175644527	536703431	651475279	282237629	356886246
140    	535776044	346853978	812237630	265038801	330963828	610139066	263604270	661120682	704947977	808503013
141    	412868558	238695519	23509941	32258945	667231651	970645575	67064893	9181949	81313751	362035604
142    	883601654	180446797	539105319	938265621	542738162	34014590	592397287	842131101	607101758	267049084
143    	315317823	149343323	925895554	612638767	34335974	250521705	368077994	754686383	413074138	726168472
144    	981587019	10688104	88967868	763368864	137569585	307553208	814057292	429684008	462708278	530128896
145    	219789450	103305698	350101508	675774020	307780356	213576767	316593423	582522173	105464036	726803787
146    	541327595	867626065	408018545	262085585	743677325	309042268	67586947	675956484	858508446	645885421
147    	831044308	397537335	27839434	427680343	610763951	799066995	35049099	343817050	233482107	928394150
148    	842503918	758492690	841499501	440309295	980967321	200433173	623586593	668747623	37381320	220414652
149    	929324188	867615335	589461095	749661813	149936836	864155482	896478266	830080762	827452059	402831256
150    	531488439	887930531	812738628	458153248	560496442	118122184	275441356	109218930	361973825	922194306
151    	749476547	321138272	164147033	321121234	128926389	393705472	755023924	605492630	38677979	60802848
152    	627219098	242192359	839348396	370694527	220439282	598456324	924079213	559021907	924978182	624460673
153    	694434477	927858134	485185729	75802197	910748406	721778639	11723100	725273000	88876031	84250022
154    	302722935	586021040	334806861	182884848	659623350	915486663	875718001	820129238	641834850	698901664
155    	624960243	871358300	507953179	380824372	168234851	360819092	264534357	577309119	353017625	85355254
156    	627940807	697974452	975020697	367345140	753313060	120020993	365995903	6639323	104102655	732537111
157    	985737862	425721085	673068683	769756844	196289881	762764058	239201687	801968029	588904425	27880598
158    	901296013	921932820	178653294	612188377	760624662	382035808	232224333	703537009	191849504	626199446
159    	402339211	126537793	822863235	169666308	389792210	922570	935024736	418662484	424867549	582466808
160    	78022398	359919712	883748973	230645849	198000767	398498957	529971925	340871520	805435105	418118024
161    	111360009	12120940	715319838	803398611	738362288	740724395	381508140	8061179	996512461	852019706
162    	315005968	872818406	306376647	786239769	375945141	359265125	860665950	579190172	523365976	108380464
163    	367321603	374329346	88728647	991248267	379203481	942808572	725886260	359797832	34614207	902993000
164    	815303456	417827543	572663004	805806257	922227248	816690962	701392677	467600741	794008167	416252372
165    	458082322	888580818	278261541	42712070	60128708	947964124	148486447	144203010	652422416	332799035
166    	69217588	639458947	934818339	285211499	667640883	909860761	642719733	341909045	773478685	537365371
167    	11943181	902100332	641457594	144404282	278140995	67850001	126746618	353156688	668210053	955435374
168    	679586252	377542102	953834987	184627424	101902566	709823295	9415109	647399275	806760530	164641366
169    	203937650	514055284	135293326	392753472	809120664	639028894	86514335	882954480	87462446	312525432
170    	231667505	272198842	373843057	485374222	847284479	14148867	304775394	947626362	68880703	956639300
171    	278659584	549905830	628283114	871248925	968976947	984592286	441217725	307546233	621350051	34282065
172    	955679913	671344399	71146635	190353973	704102301	91681657	552413370	493828386	120863242	269049092
173    	468226585	737121636	205238791	366329345	836869717	614606637	328935817	673208411	49879477	456483018
174    	143821791	898340626	158371038	24873978	331352755	603966966	258421897	634127485	252254516	876697595
175    	65543945	155579076	311355836	91202551	620740996	733964272	120750601	798349192	268318554	420593003
176    	662701751	761482495	112683492	492200323	401876146	978985534	58585595	620576434	967570946	181339
177    	736998202	141776073	20758630	733772635	601488321	117300108	550607848	800537667	856211935	872998632
178    	263947755	206670545	306590182	394621141	556790889	734159496	404638033	686457912	895426003	686733559
179    	450262226	252931834	640224431	557376791	604856744	261881190	369941126	315939044	554740342	967384377
180    	385833158	781670598	8369734	310396772	949113808	815865432	963466105	605313097	651857888	280926097
181    	930357971	79643864	862333876	908265862	622844808	500361086	975346308	496200781	658648078	546141618
182    	480695226	224667825	322908343	762109444	960079151	696781023	914779096	874347762	747139152	737183754
183    	821943597	771752514	557711504	771899012	145555254	208708866	913576256	439659918	754916658	520062817
184    	648485853	969394667	526814069	693109250	470454830	333311566	525345171	583644719	789856383	80855427
185    	662537328	202232156	290393935	374481158	529547877	96296808	407126978	265855968	656366697	121249816
186    	135865666	710083213	256590102	234616709	128011599	794224754	318834602	412636249	893192259	703878783
187    	997758806	32234790	703888401	853199013	582560129	734003155	640904986	806176137	672120613	816104750
188    	530840974	756120892	305845844	773344266	454236472	417721710	745106418	838313877	34123752	999147873
189    	86478796	303925379	961484190	777877301	702775529	334328644	34217722	543604973	369176425	830543534
190    	781179119	670955502	725653739	773121282	539528609	304875839	455064606	925561110	942808678	286931103
191    	444964185	26665675	539297814	560977401	792583093	420134854	824064303	378691906	754173254	458371740
192    	354982510	403010639	177977879	246958600	975732130	208183054	408749638	206793330	21020862	87597452
193    	211761095	939742645	423937874	257813920	644054475	434005079	189988022	367808303	838840756	249410016
194    	386233473	626767667	320488080	879401432	635328574	898522272	965005317	431911806	497498283	646123502
195    	929365100	837646078	421267851	853519731	141364712	779854212	745285139	317486212	46815653	662898119
196    	777353624	496503412	485040072	552150672	823440174	693880873	528874603	994683484	44993637	642133136
197    	738009068	591447519	54338377	229713887	972415981	936839349	344962643	22183896	26796289	133510636
198    	313481716	228326360	212781034	996167451	175615563	388638817	53966937	810427261	7298632	229444995
199    	267597333	54813274	836107072	677215768	319440520	530546007	861449104	702404334	513838488	744682394
200    	556022194	451137177	815486483	876318801	752940918	541034719	825659587	352828712	141306494	774280983
201    	255503528	121420357	418126823	99824669	390924361	928664157	351756383	489021443	736541265	802684268
202    	880936992	765082289	112734931	283709128	976224466	244792379	179530272	553452091	874167449	812553792
203    	373320289	220979450	815165121	169589445	552507324	591870174	84761504	464391737	15625438	723959066
204    	593250462	406233533	743385508	167929170	50847632	743020437	658375438	752827635	841784999	63258342
205    	130526354	875773996	116031706	330700294	53395030	52464773	367847047	120914887	104792921	409689308
206    	744447124	905991046	941175927	66424081	149495999	730799739	179180616	871748302	323431119	634329658
207    	456361532	663795910	544188809	94839150	971210565	713679376	364752440	145852124	156712321	10623229
208    	593120672	548582266	699861164	789043961	955634680	957844467	995234676	278618289	857381779	484897857
209    	515046705	76513834	612566380	866344995	509188775	314773469	940714427	153236290	77581284	960148664
210    	648763545	743647174	713048351	778725216	918658259	882901654	103100923	374491565	131576278	487310709
211    	59047159	550497980	313098805	124834197	375368604	747549225	519511669	528556310	288159029	855925205
212    	819476602	945018548	65761091	308418282	252634485	73894349	592382165	941078548	336888766	115356556
213    	698674125	77113650	633661344	173031252	807289781	248277144	455693030	551643825	315768448	134630879
214    	320262447	841306911	164916980	682208598	923103553	797100088	679278686	615864874	772305034	501692831
215    	595397953	640980743	247257879	528708282	234094856	837952927	183009871	743023944	181976757	148247983
216    	991199077	426793187	938584585	205582176	537251965	627897320	542092394	118089149	152875899	815573039
217    	455375104	646698809	467568182	55123913	400444750	209111795	518956954	217237811	659051688	804622030
218    	404058364	518547835	601483729	974595357	686832046	855938023	905463881	773294447	922656521	147702206
219    	196566648	8401192	711496011	940636137	525974542	228057186	810552746	204745871	282548047	173725594
220    	309841092	931894345	797212194	933081532	223453560	188276899	745745440	524264292	873944283	216693795
221    	128269730	695098720	906492514	964813317	205961242	459386345	876375081	756548454	618330048	631212473
222    	384383843	53696707	284757010	165844453	583467252	592384385	736148209	602255929	557130511	673535040
223    	959836615	946697800	884603991	138074818	942397790	950311213	915860853	610309397	983923166	162655765
224    	978905578	981987183	464735583	867060007	363845564	712604609	668912542	822563517	696640017	847197414
225    	942895131	754350958	625983322	740480047	551833307	213799895	153545985	864359476	363383367	288643597
226    	369490895	829789186	444396376	757966046	198630150	862118928	212618456	598711813	50132175	794690241
227    	148698129	390863377	764701797	181696529	52346045	403446569	100962623	270434923	82070602	799105404
228    	344557788	647395340	352694993	165621713	743164080	189602530	943888713	104255341	630882232	169203329
229    	442643493	91809605	514926917	580484827	765183130	13785977	43141022	864442011	326133956	664429307
230    	470963398	705708310	648886143	332447623	464092456	875395412	670270018	992623408	805688739	955405031
231    	497963374	438503147	784833579	843434909	258374452	705200445	984033802	257127074	407605863	383803151
232    	964320566	436556072	959288527	449921799	508757260	584159558	999268976	984211638	659516936	624459241
233    	999651449	545830598	841063478	587496877	844577050	633437882	562755699	106593762	849330855	853587896
234    	262212236	55281325	844575916	122837977	318011963	425793657	849748918	794614122	938272740	894034822
235    	540576370	980154437	293336456	980512563	761227877	754020474	830511666	198589018	657217291	9358073
236    	493310085	35639106	989626151	524690843	809647445	218082495	916671448	985269268	425616291	529759746
237    	70239834	47077517	165264626	403044681	998595811	218539816	659788746	727948308	276316806	886589920
238    	462057419	984496857	843258008	29917299	931685721	345554100	837123894	622743019	439698716	561602701
239    	791719967	21040278	384975518	401012115	294473508	133204354	549257510	68244279	610953212	932039277
240    	266826328	719526063	267858513	62905576	530019847	239810540	141469398	218403516	240400128	807055899
241    	236070838	316810996	602381285	292793107	830107905	513348399	749439002	752339886	499609153	908948092
242    	556684893	210638284	418834450	823013824	735639552	815821330	763172875	447480641	84443440	666375992
243    	701016893	8374501	956532524	810499251	90728489	347373040	728236638	983154700	247730276	305796320
244    	853620914	557106640	819018827	293577342	223490708	763079978	507401048	104715052	850165043	85273721
245    	100511988	418096132	367290496	540121673	599015972	839339720	737730567	623579813	264345290	964945509
246    	546897915	967010435	459760058	963411003	576505504	665005718	103000542	710362403	49371817	247210391
247    	515067320	366030750	404481968	629400963	397506428	393871681	553130060	852320058	752867475	581895486
248    	655922646	241853840	112673641	252136751	781267321	587533264	274184856	30741167	452363761	668867106
249    	794265395	676681303	541840935	158898516	305816592	955957273	703547018	46819870	457214229	628818984
250    	387466169	83071155	816329388	84421323	341021379	199605419	234587224	495426561	853734570	714535019
251    	580260540	482333657	82582087	827287501	873401396	340637133	777487431	696788332	49146711	171493031
252    	840309007	492899808	480986465	79651354	200318770	153524712	522775061	380358236	908985344	232388857
253    	185141366	985373672	651716816	745915150	304133439	55466577	691975575	446749721	202315727	473784379
254    	971508307	82160774	580509474	667586089	294619314	429213228	638501543	562427838	761435631	740234342
255    	159744185	596925628	493655262	432902417	364274165	407267160	394476432	601202633	276844685	418660432
256    	497769231	492340648	150555541	190120462	56934681	528883117	304650094	344551974	969644751	870870726
257    	883926019	659055457	951810348	759267497	772454821	922342380	5832530	442194450	832459159	772611058
258    	705226488	737656453	540902581	865593336	199453443	771066395	750892407	86949618	229950327	226316152
259    	538628796	389107712	202526171	47729671	884299956	27470978	297978427	550354851	598377841	537823590
260    	951813064	751257038	160395404	864349641	936557126	777148429	399534968	274588021	587298185	312561886
261    	791612777	817056520	284512974	631038844	653626578	722185038	973061890	483749431	707734323	883023348
262    	816944538	33259927	466555651	739888487	349016	449379417	18008538	894920905	338908464	337137008
263    	47952022	582748737	626032484	516082455	108182739	508776510	14726316	854512246	809645776	932272181
264    	560236616	129944941	677689378	974414395	122528443	14809024	400215701	114624878	86257940	683582525
265    	242837352	735418361	997406314	900960731	605221592	975982313	414768780	204409877	412756665	487026659
266    	549283657	884261448	690716754	404585662	497038954	840833569	142876775	827677135	386238916	241089983
267    	650620936	551801824	181217325	886144021	318536475	199314756	539375357	473727826	502855080	229340640
268    	189164626	477108509	868447748	94481440	304405564	829322215	113612269	626567778	25188827	203307293
